"","date","year","month","co2_ppm","trend","decade","year_of_decade","date_scale"
"511",2000-09-01,2000,9,367.15,370.46,"2000's",0,1958-09-01
"512",2000-10-01,2000,10,367.18,370.42,"2000's",0,1958-10-01
"513",2000-11-01,2000,11,368.53,370.48,"2000's",0,1958-11-01
"514",2000-12-01,2000,12,369.83,370.46,"2000's",0,1958-12-01
"515",2001-01-01,2001,1,370.76,370.6,"2000's",1,1959-01-01
"516",2001-02-01,2001,2,371.69,370.95,"2000's",1,1959-02-01
"517",2001-03-01,2001,3,372.63,371.06,"2000's",1,1959-03-01
"518",2001-04-01,2001,4,373.55,370.99,"2000's",1,1959-04-01
"519",2001-05-01,2001,5,374.03,371.11,"2000's",1,1959-05-01
"520",2001-06-01,2001,6,373.4,371.17,"2000's",1,1959-06-01
"521",2001-07-01,2001,7,371.68,371.08,"2000's",1,1959-07-01
"522",2001-08-01,2001,8,369.78,371.39,"2000's",1,1959-08-01
"523",2001-09-01,2001,9,368.34,371.61,"2000's",1,1959-09-01
"524",2001-10-01,2001,10,368.61,371.85,"2000's",1,1959-10-01
"525",2001-11-01,2001,11,369.94,371.92,"2000's",1,1959-11-01
"526",2001-12-01,2001,12,371.42,372.09,"2000's",1,1959-12-01
"527",2002-01-01,2002,1,372.7,372.48,"2000's",2,1960-01-01
"528",2002-02-01,2002,2,373.37,372.49,"2000's",2,1960-02-01
"529",2002-03-01,2002,3,374.3,372.61,"2000's",2,1960-03-01
"530",2002-04-01,2002,4,375.19,372.54,"2000's",2,1960-04-01
"531",2002-05-01,2002,5,375.93,372.98,"2000's",2,1960-05-01
"532",2002-06-01,2002,6,375.69,373.46,"2000's",2,1960-06-01
"533",2002-07-01,2002,7,374.16,373.58,"2000's",2,1960-07-01
"534",2002-08-01,2002,8,372.03,373.7,"2000's",2,1960-08-01
"535",2002-09-01,2002,9,370.92,374.29,"2000's",2,1960-09-01
"536",2002-10-01,2002,10,370.73,374.06,"2000's",2,1960-10-01
"537",2002-11-01,2002,11,372.43,374.52,"2000's",2,1960-11-01
"538",2002-12-01,2002,12,373.98,374.72,"2000's",2,1960-12-01
"539",2003-01-01,2003,1,375.07,374.82,"2000's",3,1961-01-01
"540",2003-02-01,2003,2,375.82,374.95,"2000's",3,1961-02-01
"541",2003-03-01,2003,3,376.64,374.99,"2000's",3,1961-03-01
"542",2003-04-01,2003,4,377.92,375.24,"2000's",3,1961-04-01
"543",2003-05-01,2003,5,378.78,375.73,"2000's",3,1961-05-01
"544",2003-06-01,2003,6,378.46,376.21,"2000's",3,1961-06-01
"545",2003-07-01,2003,7,376.88,376.37,"2000's",3,1961-07-01
"546",2003-08-01,2003,8,374.57,376.27,"2000's",3,1961-08-01
"547",2003-09-01,2003,9,373.34,376.65,"2000's",3,1961-09-01
"548",2003-10-01,2003,10,373.31,376.65,"2000's",3,1961-10-01
"549",2003-11-01,2003,11,374.84,376.99,"2000's",3,1961-11-01
"550",2003-12-01,2003,12,376.17,376.93,"2000's",3,1961-12-01
"551",2004-01-01,2004,1,377.17,376.96,"2000's",4,1962-01-01
"552",2004-02-01,2004,2,378.05,377.19,"2000's",4,1962-02-01
"553",2004-03-01,2004,3,379.05,377.4,"2000's",4,1962-03-01
"554",2004-04-01,2004,4,380.54,377.8,"2000's",4,1962-04-01
"555",2004-05-01,2004,5,380.8,377.66,"2000's",4,1962-05-01
"556",2004-06-01,2004,6,379.87,377.57,"2000's",4,1962-06-01
"557",2004-07-01,2004,7,377.65,377.12,"2000's",4,1962-07-01
"558",2004-08-01,2004,8,376.17,377.9,"2000's",4,1962-08-01
"559",2004-09-01,2004,9,374.43,377.8,"2000's",4,1962-09-01
"560",2004-10-01,2004,10,374.63,378,"2000's",4,1962-10-01
"561",2004-11-01,2004,11,376.33,378.49,"2000's",4,1962-11-01
"562",2004-12-01,2004,12,377.68,378.48,"2000's",4,1962-12-01
"563",2005-01-01,2005,1,378.63,378.37,"2000's",5,1963-01-01
"564",2005-02-01,2005,2,379.91,379.1,"2000's",5,1963-02-01
"565",2005-03-01,2005,3,380.95,379.45,"2000's",5,1963-03-01
"566",2005-04-01,2005,4,382.48,379.84,"2000's",5,1963-04-01
"567",2005-05-01,2005,5,382.64,379.49,"2000's",5,1963-05-01
"568",2005-06-01,2005,6,382.4,380.07,"2000's",5,1963-06-01
"569",2005-07-01,2005,7,380.93,380.38,"2000's",5,1963-07-01
"570",2005-08-01,2005,8,378.93,380.61,"2000's",5,1963-08-01
"571",2005-09-01,2005,9,376.89,380.2,"2000's",5,1963-09-01
"572",2005-10-01,2005,10,377.19,380.5,"2000's",5,1963-10-01
"573",2005-11-01,2005,11,378.54,380.69,"2000's",5,1963-11-01
"574",2005-12-01,2005,12,380.31,381.09,"2000's",5,1963-12-01
"575",2006-01-01,2006,1,381.58,381.33,"2000's",6,1964-01-01
"576",2006-02-01,2006,2,382.4,381.58,"2000's",6,1964-02-01
"577",2006-03-01,2006,3,382.86,381.32,"2000's",6,1964-03-01
"578",2006-04-01,2006,4,384.8,382.11,"2000's",6,1964-04-01
"579",2006-05-01,2006,5,385.22,382.06,"2000's",6,1964-05-01
"580",2006-06-01,2006,6,384.24,381.93,"2000's",6,1964-06-01
"581",2006-07-01,2006,7,382.65,382.1,"2000's",6,1964-07-01
"582",2006-08-01,2006,8,380.6,382.27,"2000's",6,1964-08-01
"583",2006-09-01,2006,9,379.04,382.35,"2000's",6,1964-09-01
"584",2006-10-01,2006,10,379.33,382.66,"2000's",6,1964-10-01
"585",2006-11-01,2006,11,380.35,382.52,"2000's",6,1964-11-01
"586",2006-12-01,2006,12,382.02,382.84,"2000's",6,1964-12-01
"587",2007-01-01,2007,1,383.1,382.88,"2000's",7,1965-01-01
"588",2007-02-01,2007,2,384.12,383.22,"2000's",7,1965-02-01
"589",2007-03-01,2007,3,384.81,383.17,"2000's",7,1965-03-01
"590",2007-04-01,2007,4,386.73,383.95,"2000's",7,1965-04-01
"591",2007-05-01,2007,5,386.78,383.56,"2000's",7,1965-05-01
"592",2007-06-01,2007,6,386.33,384.06,"2000's",7,1965-06-01
"593",2007-07-01,2007,7,384.73,384.25,"2000's",7,1965-07-01
"594",2007-08-01,2007,8,382.24,383.95,"2000's",7,1965-08-01
"595",2007-09-01,2007,9,381.2,384.56,"2000's",7,1965-09-01
"596",2007-10-01,2007,10,381.37,384.72,"2000's",7,1965-10-01
"597",2007-11-01,2007,11,382.7,384.9,"2000's",7,1965-11-01
"598",2007-12-01,2007,12,384.19,385.07,"2000's",7,1965-12-01
"599",2008-01-01,2008,1,385.78,385.54,"2000's",8,1966-01-01
"600",2008-02-01,2008,2,386.06,385.2,"2000's",8,1966-02-01
"601",2008-03-01,2008,3,386.28,384.72,"2000's",8,1966-03-01
"602",2008-04-01,2008,4,387.33,384.71,"2000's",8,1966-04-01
"603",2008-05-01,2008,5,388.78,385.69,"2000's",8,1966-05-01
"604",2008-06-01,2008,6,387.99,385.68,"2000's",8,1966-06-01
"605",2008-07-01,2008,7,386.61,386.04,"2000's",8,1966-07-01
"606",2008-08-01,2008,8,384.32,385.98,"2000's",8,1966-08-01
"607",2008-09-01,2008,9,383.41,386.68,"2000's",8,1966-09-01
"608",2008-10-01,2008,10,383.21,386.49,"2000's",8,1966-10-01
"609",2008-11-01,2008,11,384.41,386.59,"2000's",8,1966-11-01
"610",2008-12-01,2008,12,385.79,386.64,"2000's",8,1966-12-01
"611",2009-01-01,2009,1,387.17,386.86,"2000's",9,1967-01-01
"612",2009-02-01,2009,2,387.7,386.81,"2000's",9,1967-02-01
"613",2009-03-01,2009,3,389.04,387.54,"2000's",9,1967-03-01
"614",2009-04-01,2009,4,389.76,387.15,"2000's",9,1967-04-01
"615",2009-05-01,2009,5,390.36,387.24,"2000's",9,1967-05-01
"616",2009-06-01,2009,6,389.7,387.46,"2000's",9,1967-06-01
"617",2009-07-01,2009,7,388.25,387.77,"2000's",9,1967-07-01
"618",2009-08-01,2009,8,386.29,387.99,"2000's",9,1967-08-01
"619",2009-09-01,2009,9,384.95,388.22,"2000's",9,1967-09-01
"620",2009-10-01,2009,10,384.64,387.88,"2000's",9,1967-10-01
"621",2009-11-01,2009,11,386.23,388.36,"2000's",9,1967-11-01
"622",2009-12-01,2009,12,387.63,388.43,"2000's",9,1967-12-01
"623",2010-01-01,2010,1,388.91,388.62,"2010's",0,1958-01-01
"624",2010-02-01,2010,2,390.41,389.47,"2010's",0,1958-02-01
"625",2010-03-01,2010,3,391.37,389.85,"2010's",0,1958-03-01
"626",2010-04-01,2010,4,392.67,390.12,"2010's",0,1958-04-01
"627",2010-05-01,2010,5,393.21,390.09,"2010's",0,1958-05-01
"628",2010-06-01,2010,6,392.38,390.1,"2010's",0,1958-06-01
"629",2010-07-01,2010,7,390.41,389.93,"2010's",0,1958-07-01
"630",2010-08-01,2010,8,388.54,390.21,"2010's",0,1958-08-01
"631",2010-09-01,2010,9,387.03,390.32,"2010's",0,1958-09-01
"632",2010-10-01,2010,10,387.43,390.72,"2010's",0,1958-10-01
"633",2010-11-01,2010,11,388.87,390.99,"2010's",0,1958-11-01
"634",2010-12-01,2010,12,389.99,390.8,"2010's",0,1958-12-01
"635",2011-01-01,2011,1,391.5,391.2,"2010's",1,1959-01-01
"636",2011-02-01,2011,2,392.05,391.12,"2010's",1,1959-02-01
"637",2011-03-01,2011,3,392.8,391.28,"2010's",1,1959-03-01
"638",2011-04-01,2011,4,393.44,390.84,"2010's",1,1959-04-01
"639",2011-05-01,2011,5,394.41,391.24,"2010's",1,1959-05-01
"640",2011-06-01,2011,6,393.95,391.65,"2010's",1,1959-06-01
"641",2011-07-01,2011,7,392.72,392.24,"2010's",1,1959-07-01
"642",2011-08-01,2011,8,390.33,392.03,"2010's",1,1959-08-01
"643",2011-09-01,2011,9,389.28,392.6,"2010's",1,1959-09-01
"644",2011-10-01,2011,10,389.19,392.52,"2010's",1,1959-10-01
"645",2011-11-01,2011,11,390.48,392.63,"2010's",1,1959-11-01
"646",2011-12-01,2011,12,392.06,392.86,"2010's",1,1959-12-01
"647",2012-01-01,2012,1,393.31,393.08,"2010's",2,1960-01-01
"648",2012-02-01,2012,2,394.04,393.21,"2010's",2,1960-02-01
"649",2012-03-01,2012,3,394.59,393,"2010's",2,1960-03-01
"650",2012-04-01,2012,4,396.38,393.65,"2010's",2,1960-04-01
"651",2012-05-01,2012,5,396.93,393.73,"2010's",2,1960-05-01
"652",2012-06-01,2012,6,395.91,393.64,"2010's",2,1960-06-01
"653",2012-07-01,2012,7,394.56,394.12,"2010's",2,1960-07-01
"654",2012-08-01,2012,8,392.59,394.36,"2010's",2,1960-08-01
"655",2012-09-01,2012,9,391.32,394.74,"2010's",2,1960-09-01
"656",2012-10-01,2012,10,391.27,394.63,"2010's",2,1960-10-01
"657",2012-11-01,2012,11,393.2,395.24,"2010's",2,1960-11-01
"658",2012-12-01,2012,12,394.57,395.27,"2010's",2,1960-12-01
"659",2013-01-01,2013,1,395.78,395.63,"2010's",3,1961-01-01
"660",2013-02-01,2013,2,397.03,396.24,"2010's",3,1961-02-01
"661",2013-03-01,2013,3,397.66,396.08,"2010's",3,1961-03-01
"662",2013-04-01,2013,4,398.64,395.8,"2010's",3,1961-04-01
"663",2013-05-01,2013,5,400.02,396.65,"2010's",3,1961-05-01
"664",2013-06-01,2013,6,398.81,396.48,"2010's",3,1961-06-01
"665",2013-07-01,2013,7,397.51,397.12,"2010's",3,1961-07-01
"666",2013-08-01,2013,8,395.39,397.26,"2010's",3,1961-08-01
"667",2013-09-01,2013,9,393.72,397.24,"2010's",3,1961-09-01
"668",2013-10-01,2013,10,393.9,397.24,"2010's",3,1961-10-01
"669",2013-11-01,2013,11,395.36,397.34,"2010's",3,1961-11-01
"670",2013-12-01,2013,12,397.03,397.78,"2010's",3,1961-12-01
"671",2014-01-01,2014,1,398.04,397.74,"2010's",4,1962-01-01
"672",2014-02-01,2014,2,398.27,397.46,"2010's",4,1962-02-01
"673",2014-03-01,2014,3,399.91,398.38,"2010's",4,1962-03-01
"674",2014-04-01,2014,4,401.51,398.64,"2010's",4,1962-04-01
"675",2014-05-01,2014,5,401.96,398.57,"2010's",4,1962-05-01
"676",2014-06-01,2014,6,401.43,399.11,"2010's",4,1962-06-01
"677",2014-07-01,2014,7,399.38,398.95,"2010's",4,1962-07-01
"678",2014-08-01,2014,8,397.32,399.2,"2010's",4,1962-08-01
"679",2014-09-01,2014,9,395.64,399.2,"2010's",4,1962-09-01
"680",2014-10-01,2014,10,396.29,399.69,"2010's",4,1962-10-01
"681",2014-11-01,2014,11,397.55,399.62,"2010's",4,1962-11-01
"682",2014-12-01,2014,12,399.15,399.88,"2010's",4,1962-12-01
"683",2015-01-01,2015,1,400.18,399.92,"2010's",5,1963-01-01
"684",2015-02-01,2015,2,400.55,399.78,"2010's",5,1963-02-01
"685",2015-03-01,2015,3,401.74,400.23,"2010's",5,1963-03-01
"686",2015-04-01,2015,4,403.35,400.47,"2010's",5,1963-04-01
"687",2015-05-01,2015,5,404.15,400.71,"2010's",5,1963-05-01
"688",2015-06-01,2015,6,402.97,400.66,"2010's",5,1963-06-01
"689",2015-07-01,2015,7,401.46,401.1,"2010's",5,1963-07-01
"690",2015-08-01,2015,8,399.11,401.03,"2010's",5,1963-08-01
"691",2015-09-01,2015,9,397.82,401.43,"2010's",5,1963-09-01
"692",2015-10-01,2015,10,398.49,401.88,"2010's",5,1963-10-01
"693",2015-11-01,2015,11,400.27,402.22,"2010's",5,1963-11-01
"694",2015-12-01,2015,12,402.06,402.72,"2010's",5,1963-12-01
"695",2016-01-01,2016,1,402.73,402.46,"2010's",6,1964-01-01
"696",2016-02-01,2016,2,404.25,403.41,"2010's",6,1964-02-01
"697",2016-03-01,2016,3,405.06,403.55,"2010's",6,1964-03-01
"698",2016-04-01,2016,4,407.6,404.78,"2010's",6,1964-04-01
"699",2016-05-01,2016,5,407.9,404.42,"2010's",6,1964-05-01
"700",2016-06-01,2016,6,406.99,404.59,"2010's",6,1964-06-01
"701",2016-07-01,2016,7,404.59,404.23,"2010's",6,1964-07-01
"702",2016-08-01,2016,8,402.45,404.4,"2010's",6,1964-08-01
"703",2016-09-01,2016,9,401.23,404.85,"2010's",6,1964-09-01
"704",2016-10-01,2016,10,401.79,405.22,"2010's",6,1964-10-01
"705",2016-11-01,2016,11,403.72,405.73,"2010's",6,1964-11-01
"706",2016-12-01,2016,12,404.64,405.33,"2010's",6,1964-12-01
"707",2017-01-01,2017,1,406.36,406.05,"2010's",7,1965-01-01
"708",2017-02-01,2017,2,406.66,405.82,"2010's",7,1965-02-01
"709",2017-03-01,2017,3,407.53,406.06,"2010's",7,1965-03-01
"710",2017-04-01,2017,4,409.22,406.38,"2010's",7,1965-04-01
"711",2017-05-01,2017,5,409.89,406.38,"2010's",7,1965-05-01
"712",2017-06-01,2017,6,409.08,406.69,"2010's",7,1965-06-01
"713",2017-07-01,2017,7,407.33,407,"2010's",7,1965-07-01
"714",2017-08-01,2017,8,405.32,407.29,"2010's",7,1965-08-01
"715",2017-09-01,2017,9,403.57,407.16,"2010's",7,1965-09-01
"716",2017-10-01,2017,10,403.82,407.21,"2010's",7,1965-10-01
"717",2017-11-01,2017,11,405.31,407.34,"2010's",7,1965-11-01
"718",2017-12-01,2017,12,407,407.71,"2010's",7,1965-12-01
"719",2018-01-01,2018,1,408.15,407.84,"2010's",8,1966-01-01
"720",2018-02-01,2018,2,408.52,407.67,"2010's",8,1966-02-01
"721",2018-03-01,2018,3,409.59,408.04,"2010's",8,1966-03-01
"722",2018-04-01,2018,4,410.45,407.6,"2010's",8,1966-04-01
"723",2018-05-01,2018,5,411.44,407.99,"2010's",8,1966-05-01
"724",2018-06-01,2018,6,410.99,408.58,"2010's",8,1966-06-01
"725",2018-07-01,2018,7,408.9,408.56,"2010's",8,1966-07-01
"726",2018-08-01,2018,8,407.16,409.18,"2010's",8,1966-08-01
"727",2018-09-01,2018,9,405.71,409.31,"2010's",8,1966-09-01
"728",2018-10-01,2018,10,406.19,409.57,"2010's",8,1966-10-01
"729",2018-11-01,2018,11,408.21,410.26,"2010's",8,1966-11-01
"730",2018-12-01,2018,12,409.27,409.97,"2010's",8,1966-12-01
"731",2019-01-01,2019,1,411.03,410.72,"2010's",9,1967-01-01
"732",2019-02-01,2019,2,411.96,411.11,"2010's",9,1967-02-01
"733",2019-03-01,2019,3,412.18,410.63,"2010's",9,1967-03-01
"734",2019-04-01,2019,4,413.54,410.7,"2010's",9,1967-04-01
"735",2019-05-01,2019,5,414.86,411.41,"2010's",9,1967-05-01
"736",2019-06-01,2019,6,414.16,411.76,"2010's",9,1967-06-01
"737",2019-07-01,2019,7,411.97,411.63,"2010's",9,1967-07-01
"738",2019-08-01,2019,8,410.18,412.2,"2010's",9,1967-08-01
"739",2019-09-01,2019,9,408.76,412.36,"2010's",9,1967-09-01
"740",2019-10-01,2019,10,408.75,412.14,"2010's",9,1967-10-01
"741",2019-11-01,2019,11,410.48,412.53,"2010's",9,1967-11-01
"742",2019-12-01,2019,12,411.98,412.68,"2010's",9,1967-12-01
"743",2020-01-01,2020,1,413.61,413.29,"2020's",0,1958-01-01
"744",2020-02-01,2020,2,414.34,413.49,"2020's",0,1958-02-01
"745",2020-03-01,2020,3,414.74,413.19,"2020's",0,1958-03-01
"746",2020-04-01,2020,4,416.45,413.6,"2020's",0,1958-04-01
"747",2020-05-01,2020,5,417.31,413.86,"2020's",0,1958-05-01
"748",2020-06-01,2020,6,416.6,414.2,"2020's",0,1958-06-01
"749",2020-07-01,2020,7,414.62,414.28,"2020's",0,1958-07-01
"750",2020-08-01,2020,8,412.78,414.8,"2020's",0,1958-08-01
"751",2020-09-01,2020,9,411.52,415.12,"2020's",0,1958-09-01
"752",2020-10-01,2020,10,411.51,414.89,"2020's",0,1958-10-01
"753",2020-11-01,2020,11,413.12,415.17,"2020's",0,1958-11-01
"754",2020-12-01,2020,12,414.26,414.95,"2020's",0,1958-12-01
"755",2021-01-01,2021,1,415.52,415.2,"2020's",1,1959-01-01
"756",2021-02-01,2021,2,416.75,415.9,"2020's",1,1959-02-01
"757",2021-03-01,2021,3,417.64,416.1,"2020's",1,1959-03-01
"758",2021-04-01,2021,4,419.05,416.2,"2020's",1,1959-04-01
"759",2021-05-01,2021,5,419.13,415.67,"2020's",1,1959-05-01
"760",2021-06-01,2021,6,418.94,416.54,"2020's",1,1959-06-01
"761",2021-07-01,2021,7,416.96,416.62,"2020's",1,1959-07-01
"762",2021-08-01,2021,8,414.47,416.49,"2020's",1,1959-08-01
"763",2021-09-01,2021,9,413.3,416.9,"2020's",1,1959-09-01
"764",2021-10-01,2021,10,413.93,417.31,"2020's",1,1959-10-01
"765",2021-11-01,2021,11,415.01,417.06,"2020's",1,1959-11-01
"766",2021-12-01,2021,12,416.71,417.41,"2020's",1,1959-12-01
